,Unnamed: 0,home_team.name,home_team_Shots on Goal,home_team_Shots off Goal,home_team_Total Shots,home_team_Blocked Shots,home_team_Shots insidebox,home_team_Shots outsidebox,home_team_Fouls,home_team_Corner Kicks,home_team_Offsides,home_team_Ball Possession,home_team_Yellow Cards,home_team_Red Cards,home_team_Goalkeeper Saves,home_team_Total passes,home_team_Passes accurate,home_team_Passes %,home_team.Rank,home_team_Avg. age,home_team.Total value,home_team.Points,home_Pl,home_Age,home_Poss,home_MP,home_Starts,home_Min,home_90s,home_Gls,home_Ast,home_G-PK,home_PK,home_PKatt,home_CrdY,home_CrdR,home_Gls.1,home_Ast.1,home_G+A,home_G-PK.1,home_G+A-PK,away_team.name,away_team_Shots on Goal,away_team_Shots off Goal,away_team_Total Shots,away_team_Blocked Shots,away_team_Shots insidebox,away_team_Shots outsidebox,away_team_Fouls,away_team_Corner Kicks,away_team_Offsides,away_team_Ball Possession,away_team_Yellow Cards,away_team_Red Cards,away_team_Goalkeeper Saves,away_team_Total passes,away_team_Passes accurate,away_team_Passes %,away_team.Rank,away_team. age,away_team.Total value,away_team.Points,away_Pl,away_Age,away_Poss,away_MP,away_Starts,away_Min,away_90s,away_Gls,away_Ast,away_G-PK,away_PK,away_PKatt,away_CrdY,away_CrdR,away_Gls.1,away_Ast.1,away_G+A,away_G-PK.1,away_G+A-PK,match_result
28,28,Denmark,2,1,5,2,1,4,10,4,1,32,1,0,3,322,228,71,9,26.5,302500000.0,1655,19.5,27.65,43.8,3.5,38.5,330.0,3.65,3.0,1.5,3.0,0.0,0.0,5.5,0.0,0.845,0.345,1.19,0.845,1.19,France,3,7,11,1,4,7,10,2,1,68,0,0,2,657,574,87,3,26.9,949000000.0,1786,19.666666666666668,26.4,50.8,5.0,55.0,450.0,5.0,7.0,4.0,5.666666666666667,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,1.2133333333333334,0.6866666666666666,1.9,1.0066666666666666,1.6900000000000002,0
29,29,Uruguay,4,6,11,1,6,5,17,4,0,38,2,0,0,311,199,64,16,27.6,388600000.0,1614,20.0,27.23333333333333,46.2,5.333333333333333,58.66666666666666,490.0,5.433333333333334,7.0,2.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.2333333333333334,0.4333333333333333,1.6666666666666667,1.1033333333333333,1.5366666666666668,France,2,8,11,1,3,8,15,3,0,62,2,0,4,516,417,81,3,26.9,949000000.0,1786,19.666666666666668,26.4,50.8,5.0,55.0,450.0,5.0,7.0,4.0,5.666666666666667,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,1.2133333333333334,0.6866666666666666,1.9,1.0066666666666666,1.6900000000000002,2
30,30,Uruguay,3,2,5,0,3,2,13,2,0,32,0,0,4,273,183,67,16,27.6,388600000.0,1614,20.0,27.23333333333333,46.2,5.333333333333333,58.66666666666666,490.0,5.433333333333334,7.0,2.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.2333333333333334,0.4333333333333333,1.6666666666666667,1.1033333333333333,1.5366666666666668,Portugal,5,8,20,7,6,14,13,10,1,68,1,0,1,544,471,87,8,27.2,780500000.0,1660,19.666666666666668,28.3,52.25,3.6666666666666665,40.333333333333336,330.0,3.6666666666666665,5.333333333333333,1.6666666666666667,5.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.4166666666666667,0.4433333333333333,1.86,1.3333333333333333,1.7766666666666666,1
31,31,Iran,2,4,7,1,3,4,16,1,1,26,2,0,3,213,139,65,21,28.1,74380000.0,1573,16.0,26.2,29.0,3.0,33.0,270.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.33,0.0,0.33,0.0,0.0,Portugal,4,7,14,3,5,9,11,5,1,74,4,0,1,608,528,87,8,27.2,780500000.0,1660,19.666666666666668,28.3,52.25,3.6666666666666665,40.333333333333336,330.0,3.6666666666666665,5.333333333333333,1.6666666666666667,5.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.4166666666666667,0.4433333333333333,1.86,1.3333333333333333,1.7766666666666666,0
32,32,Uruguay,6,6,16,4,8,9,17,4,0,57,1,0,1,492,415,84,16,27.6,388600000.0,1614,20.0,27.23333333333333,46.2,5.333333333333333,58.66666666666666,490.0,5.433333333333334,7.0,2.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.2333333333333334,0.4333333333333333,1.6666666666666667,1.1033333333333333,1.5366666666666668,Russia,1,1,3,1,2,1,18,2,2,43,3,1,4,356,281,79,35,26.9,121300000.0,1493,17.5,28.450000000000003,43.45,4.0,44.0,390.0,4.35,6.0,5.0,5.5,0.5,0.5,4.0,0.5,1.215,1.04,2.255,1.13,2.165,1
33,33,Spain,9,7,23,7,14,9,5,6,1,78,1,0,0,1115,1008,90,7,25.9,798000000.0,1705,19.666666666666668,27.933333333333334,65.0,4.666666666666667,51.333333333333336,440.0,4.866666666666666,6.0,2.333333333333333,5.666666666666667,0.3333333333333333,0.3333333333333333,3.0,0.0,1.2666666666666666,0.61,1.88,1.1566666666666665,1.7700000000000002,Russia,1,4,7,2,5,2,19,5,1,22,2,0,9,291,192,66,35,26.9,121300000.0,1493,17.5,28.450000000000003,43.45,4.0,44.0,390.0,4.35,6.0,5.0,5.5,0.5,0.5,4.0,0.5,1.215,1.04,2.255,1.13,2.165,1
34,34,Iran,0,7,7,0,5,2,14,2,2,22,2,0,2,216,139,64,21,28.1,74380000.0,1573,16.0,26.2,29.0,3.0,33.0,270.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.33,0.0,0.33,0.0,0.0,Spain,5,5,18,8,10,8,14,6,1,78,0,0,0,776,701,90,7,25.9,798000000.0,1705,19.666666666666668,27.933333333333334,65.0,4.666666666666667,51.333333333333336,440.0,4.866666666666666,6.0,2.333333333333333,5.666666666666667,0.3333333333333333,0.3333333333333333,3.0,0.0,1.2666666666666666,0.61,1.88,1.1566666666666665,1.7700000000000002,2
35,35,Portugal,3,3,9,3,3,6,12,4,1,33,1,0,3,372,307,83,8,27.2,780500000.0,1660,19.666666666666668,28.3,52.25,3.6666666666666665,40.333333333333336,330.0,3.6666666666666665,5.333333333333333,1.6666666666666667,5.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.4166666666666667,0.4433333333333333,1.86,1.3333333333333333,1.7766666666666666,Spain,6,5,13,2,9,4,10,5,3,67,1,0,0,759,700,92,7,25.9,798000000.0,1705,19.666666666666668,27.933333333333334,65.0,4.666666666666667,51.333333333333336,440.0,4.866666666666666,6.0,2.333333333333333,5.666666666666667,0.3333333333333333,0.3333333333333333,3.0,0.0,1.2666666666666666,0.61,1.88,1.1566666666666665,1.7700000000000002,0
36,36,Spain,5,12,18,1,13,5,5,7,1,74,0,0,1,742,678,91,7,25.9,798000000.0,1705,19.666666666666668,27.933333333333334,65.0,4.666666666666667,51.333333333333336,440.0,4.866666666666666,6.0,2.333333333333333,5.666666666666667,0.3333333333333333,0.3333333333333333,3.0,0.0,1.2666666666666666,0.61,1.88,1.1566666666666665,1.7700000000000002,Morocco,3,2,6,1,4,2,17,1,1,26,6,0,2,245,189,77,24,27.0,215250000.0,1547,19.0,28.6,49.0,3.0,33.0,270.0,3.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.67,0.33,1.0,0.67,1.0,0
37,37,Portugal,2,4,10,4,4,6,19,5,1,45,1,0,4,396,284,72,8,27.2,780500000.0,1660,19.666666666666668,28.3,52.25,3.6666666666666665,40.333333333333336,330.0,3.6666666666666665,5.333333333333333,1.6666666666666667,5.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.4166666666666667,0.4433333333333333,1.86,1.3333333333333333,1.7766666666666666,Morocco,4,9,15,2,11,4,23,7,1,55,1,0,1,467,357,76,24,27.0,215250000.0,1547,19.0,28.6,49.0,3.0,33.0,270.0,3.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.67,0.33,1.0,0.67,1.0,1
38,38,Croatia,6,7,20,7,8,12,5,5,2,53,0,0,2,602,482,80,15,27.7,314500000.0,1621,19.0,28.5,52.95,5.0,55.0,495.0,5.5,9.0,5.5,8.5,0.5,1.0,4.0,0.5,1.645,1.0,2.645,1.585,2.585,Denmark,3,9,14,2,6,8,19,4,0,47,1,0,5,530,419,79,9,26.5,302500000.0,1655,19.5,27.65,43.8,3.5,38.5,330.0,3.65,3.0,1.5,3.0,0.0,0.0,5.5,0.0,0.845,0.345,1.19,0.845,1.19,1
39,39,Peru,6,9,17,2,13,4,10,3,5,53,1,0,2,418,341,82,22,29.2,59580000.0,1563,17.0,27.5,50.3,3.0,33.0,270.0,3.0,2.0,1.0,2.0,0.0,1.0,5.0,0.0,0.67,0.33,1.0,0.67,1.0,Denmark,3,5,10,2,4,6,18,7,3,47,2,0,6,364,289,79,9,26.5,302500000.0,1655,19.5,27.65,43.8,3.5,38.5,330.0,3.65,3.0,1.5,3.0,0.0,0.0,5.5,0.0,0.845,0.345,1.19,0.845,1.19,2
40,40,Croatia,7,11,22,4,12,10,23,8,1,55,2,0,0,590,474,80,15,27.7,314500000.0,1621,19.0,28.5,52.95,5.0,55.0,495.0,5.5,9.0,5.5,8.5,0.5,1.0,4.0,0.5,1.645,1.0,2.645,1.585,2.585,England,2,6,11,3,6,5,14,4,3,45,1,0,5,497,379,76,5,25.2,1260000000.0,1756,20.33333333333333,27.03333333333333,54.35,4.666666666666667,51.333333333333336,440.0,4.9,5.666666666666667,2.6666666666666665,4.666666666666667,1.0,1.0,3.333333333333333,0.0,0.9966666666666668,0.4833333333333334,1.4766666666666666,0.8633333333333333,1.346666666666667,1
41,41,Belgium,4,3,12,5,10,2,11,4,1,42,1,0,5,485,420,87,1,26.1,381000000.0,1828,20.5,26.65,52.75,6.0,66.0,555.0,6.15,10.5,8.0,10.0,0.5,0.5,1.5,0.0,1.635,1.23,2.865,1.565,2.79,England,6,7,15,2,9,6,4,5,0,58,2,0,2,674,619,92,5,25.2,1260000000.0,1756,20.33333333333333,27.03333333333333,54.35,4.666666666666667,51.333333333333336,440.0,4.9,5.666666666666667,2.6666666666666665,4.666666666666667,1.0,1.0,3.333333333333333,0.0,0.9966666666666668,0.4833333333333334,1.4766666666666666,0.8633333333333333,1.346666666666667,1
42,42,Sweden,3,2,6,1,4,2,10,1,2,42,2,0,0,366,265,72,17,28.6,199330000.0,1588,19.0,28.5,37.6,5.0,55.0,450.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,0.0,1.0,0.6,1.6,0.6,1.2,England,2,4,12,6,7,5,7,6,1,58,1,0,3,502,401,80,5,25.2,1260000000.0,1756,20.33333333333333,27.03333333333333,54.35,4.666666666666667,51.333333333333336,440.0,4.9,5.666666666666667,2.6666666666666665,4.666666666666667,1.0,1.0,3.333333333333333,0.0,0.9966666666666668,0.4833333333333334,1.4766666666666666,0.8633333333333333,1.346666666666667,2
43,43,Colombia,4,7,14,3,7,7,23,2,1,47,6,0,1,524,406,77,19,28.3,300100000.0,1586,21.0,27.0,49.05,4.5,49.5,420.0,4.65,9.0,7.5,8.0,1.0,1.0,2.5,0.5,1.89,1.575,3.47,1.69,3.27,England,2,9,16,5,10,6,13,7,2,53,2,0,3,578,465,80,5,25.2,1260000000.0,1756,20.33333333333333,27.03333333333333,54.35,4.666666666666667,51.333333333333336,440.0,4.9,5.666666666666667,2.6666666666666665,4.666666666666667,1.0,1.0,3.333333333333333,0.0,0.9966666666666668,0.4833333333333334,1.4766666666666666,0.8633333333333333,1.346666666666667,2
44,44,Tunisia,1,3,6,2,3,3,14,2,2,39,0,0,5,352,273,78,36,27.8,62000000.0,1490,23.0,26.2,52.7,3.0,33.0,270.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0,0.0,1.67,1.33,3.0,1.33,2.67,England,8,8,18,2,14,4,8,7,3,61,1,0,0,531,457,86,5,25.2,1260000000.0,1756,20.33333333333333,27.03333333333333,54.35,4.666666666666667,51.333333333333336,440.0,4.9,5.666666666666667,2.6666666666666665,4.666666666666667,1.0,1.0,3.333333333333333,0.0,0.9966666666666668,0.4833333333333334,1.4766666666666666,0.8633333333333333,1.346666666666667,2
45,45,Croatia,2,7,11,2,8,4,20,6,2,54,2,0,2,483,383,79,15,27.7,314500000.0,1621,19.0,28.5,52.95,5.0,55.0,495.0,5.5,9.0,5.5,8.5,0.5,1.0,4.0,0.5,1.645,1.0,2.645,1.585,2.585,Nigeria,2,7,14,5,10,4,16,5,1,46,1,0,1,399,309,77,32,26.3,268750000.0,1510,17.666666666666668,25.666666666666668,49.05,3.333333333333333,36.66666666666666,300.0,3.333333333333333,3.0,1.6666666666666667,2.333333333333333,0.6666666666666666,0.6666666666666666,4.0,0.0,0.9166666666666666,0.4733333333333333,1.39,0.6966666666666667,1.1666666666666667,1
46,46,Belgium,8,9,24,7,14,10,13,10,1,57,0,0,3,595,515,87,1,26.1,381000000.0,1828,20.5,26.65,52.75,6.0,66.0,555.0,6.15,10.5,8.0,10.0,0.5,0.5,1.5,0.0,1.635,1.23,2.865,1.565,2.79,Japan,4,4,11,3,7,4,9,6,1,43,1,0,5,450,366,81,23,28.4,76350000.0,1550,17.666666666666668,28.166666666666668,54.35,3.6666666666666665,40.333333333333336,340.0,3.766666666666667,4.0,2.333333333333333,3.6666666666666665,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.0,1.03,0.64,1.6666666666666667,0.9466666666666668,1.5833333333333333,1
47,47,Colombia,3,1,8,4,5,3,15,3,2,38,2,1,4,376,289,77,19,28.3,300100000.0,1586,21.0,27.0,49.05,4.5,49.5,420.0,4.65,9.0,7.5,8.0,1.0,1.0,2.5,0.5,1.89,1.575,3.47,1.69,3.27,Japan,6,5,14,3,12,2,9,6,1,62,1,0,2,595,516,87,23,28.4,76350000.0,1550,17.666666666666668,28.166666666666668,54.35,3.6666666666666665,40.333333333333336,340.0,3.766666666666667,4.0,2.333333333333333,3.6666666666666665,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.0,1.03,0.64,1.6666666666666667,0.9466666666666668,1.5833333333333333,2
48,48,Belgium,12,8,23,3,15,8,12,5,3,49,0,0,3,445,374,84,1,26.1,381000000.0,1828,20.5,26.65,52.75,6.0,66.0,555.0,6.15,10.5,8.0,10.0,0.5,0.5,1.5,0.0,1.635,1.23,2.865,1.565,2.79,Tunisia,5,8,16,3,5,11,13,2,3,51,1,0,6,452,367,81,36,27.8,62000000.0,1490,23.0,26.2,52.7,3.0,33.0,270.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0,0.0,1.67,1.33,3.0,1.33,2.67,1
49,49,Panama,4,4,9,1,6,4,18,0,4,30,3,0,4,277,206,74,63,27.7,16350000.0,1376,20.0,28.3,36.0,3.0,33.0,270.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.33,0.33,0.67,0.33,0.67,Tunisia,6,5,14,3,11,3,19,6,1,70,3,0,4,618,530,86,36,27.8,62000000.0,1490,23.0,26.2,52.7,3.0,33.0,270.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0,0.0,1.67,1.33,3.0,1.33,2.67,2
50,50,Germany,6,5,18,7,11,7,12,8,5,75,2,1,4,676,600,89,11,26.9,773500000.0,1648,20.0,26.266666666666666,64.95,5.666666666666667,62.333333333333336,530.0,5.9,12.0,4.666666666666667,11.666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.7700000000000002,0.7466666666666667,2.51,1.7266666666666668,2.466666666666667,Sweden,5,1,7,1,6,1,13,3,2,25,2,0,4,222,154,69,17,28.6,199330000.0,1588,19.0,28.5,37.6,5.0,55.0,450.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,0.0,1.0,0.6,1.6,0.6,1.2,1
51,51,Mexico,3,8,20,9,10,10,14,7,2,66,3,0,3,472,389,82,12,27.0,210600000.0,1648,18.33333333333333,28.0,51.15,4.0,44.0,360.0,4.0,4.0,1.6666666666666667,3.333333333333333,0.6666666666666666,0.6666666666666666,6.0,0.0,1.0,0.4166666666666667,1.4166666666666667,0.8333333333333334,1.25,Sweden,5,9,15,1,13,3,11,3,0,34,2,0,3,241,147,61,17,28.6,199330000.0,1588,19.0,28.5,37.6,5.0,55.0,450.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,0.0,1.0,0.6,1.6,0.6,1.2,2
52,52,Serbia,2,5,10,3,6,4,13,5,2,42,3,0,4,442,351,79,25,26.9,336200000.0,1547,18.5,27.3,42.7,3.0,33.0,270.0,3.0,2.0,0.5,2.0,0.0,0.0,8.5,0.5,0.67,0.165,0.835,0.67,0.835,Brazil,6,3,14,5,10,4,7,9,4,58,0,0,1,632,543,86,2,27.7,899500000.0,1823,19.33333333333333,28.23333333333333,56.0,5.666666666666667,62.333333333333336,520.0,5.766666666666667,9.333333333333334,5.333333333333333,9.0,0.3333333333333333,0.3333333333333333,3.0,0.3333333333333333,1.6333333333333335,0.8766666666666666,2.51,1.586666666666667,2.4633333333333334,2
53,53,Egypt,3,3,8,2,4,4,12,0,1,41,2,0,4,424,313,74,34,27.6,152900000.0,1497,16.0,28.9,43.3,3.0,33.0,270.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.67,0.33,1.0,0.33,0.67,Uruguay,5,6,15,4,8,7,6,5,1,59,0,0,3,588,503,86,16,27.6,388600000.0,1614,20.0,27.23333333333333,46.2,5.333333333333333,58.66666666666666,490.0,5.433333333333334,7.0,2.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.2333333333333334,0.4333333333333333,1.6666666666666667,1.1033333333333333,1.5366666666666668,2
54,54,Morocco,3,6,13,4,9,4,22,5,0,67,1,0,2,461,374,81,24,27.0,215250000.0,1547,19.0,28.6,49.0,3.0,33.0,270.0,3.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.67,0.33,1.0,0.67,1.0,Iran,2,6,9,1,6,4,14,2,0,33,3,0,3,218,127,58,21,28.1,74380000.0,1573,16.0,26.2,29.0,3.0,33.0,270.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.33,0.0,0.33,0.0,0.0,2
55,55,Costa Rica,3,3,10,4,5,5,18,5,1,52,2,0,2,449,359,80,42,27.2,21380000.0,1464,19.0,28.35,41.05,4.0,44.0,390.0,4.35,3.0,2.5,3.0,0.0,0.5,5.5,0.5,0.605,0.52,1.13,0.605,1.13,Serbia,3,6,10,1,5,5,15,4,3,48,2,0,3,418,326,78,25,26.9,336200000.0,1547,18.5,27.3,42.7,3.0,33.0,270.0,3.0,2.0,0.5,2.0,0.0,0.0,8.5,0.5,0.67,0.165,0.835,0.67,0.835,2
56,56,Poland,4,6,11,1,6,5,8,3,3,61,1,0,1,569,472,83,28,27.4,293000000.0,1531,21.0,27.6,50.3,3.0,33.0,270.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.67,0.67,1.33,0.67,1.33,Senegal,2,4,8,2,6,3,15,3,2,39,2,0,3,360,279,78,18,27.4,335150000.0,1588,18.0,26.0,42.0,3.0,33.0,270.0,3.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,1.0,0.33,1.33,1.0,1.33,2
57,57,Japan,3,2,7,2,5,2,8,2,2,56,2,0,5,462,369,80,23,28.4,76350000.0,1550,17.666666666666668,28.166666666666668,54.35,3.6666666666666665,40.333333333333336,340.0,3.766666666666667,4.0,2.333333333333333,3.6666666666666665,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.0,1.03,0.64,1.6666666666666667,0.9466666666666668,1.5833333333333333,Senegal,7,5,15,3,11,4,15,5,4,44,3,0,1,339,257,76,18,27.4,335150000.0,1588,18.0,26.0,42.0,3.0,33.0,270.0,3.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,1.0,0.33,1.33,1.0,1.33,0
58,58,Poland,2,2,9,5,6,3,15,7,1,45,2,0,0,421,321,76,28,27.4,293000000.0,1531,21.0,27.6,50.3,3.0,33.0,270.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.67,0.67,1.33,0.67,1.33,Colombia,4,5,13,4,5,8,10,5,1,55,0,0,2,505,420,83,19,28.3,300100000.0,1586,21.0,27.0,49.05,4.5,49.5,420.0,4.65,9.0,7.5,8.0,1.0,1.0,2.5,0.5,1.89,1.575,3.47,1.69,3.27,2
59,59,Senegal,3,4,7,0,4,3,15,1,3,40,1,0,1,303,223,74,18,27.4,335150000.0,1588,18.0,26.0,42.0,3.0,33.0,270.0,3.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,1.0,0.33,1.33,1.0,1.33,Colombia,2,1,4,1,3,1,15,3,3,60,1,0,4,432,352,81,19,28.3,300100000.0,1586,21.0,27.0,49.05,4.5,49.5,420.0,4.65,9.0,7.5,8.0,1.0,1.0,2.5,0.5,1.89,1.575,3.47,1.69,3.27,2
60,60,Japan,3,4,10,3,7,3,11,5,1,54,1,0,2,541,470,87,23,28.4,76350000.0,1550,17.666666666666668,28.166666666666668,54.35,3.6666666666666665,40.333333333333336,340.0,3.766666666666667,4.0,2.333333333333333,3.6666666666666665,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.0,1.03,0.64,1.6666666666666667,0.9466666666666668,1.5833333333333333,Poland,2,5,11,4,7,4,8,7,0,46,0,0,3,457,382,84,28,27.4,293000000.0,1531,21.0,27.6,50.3,3.0,33.0,270.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.67,0.67,1.33,0.67,1.33,2
